Query = geneByGene/org1/ENSG00000124209.rf
Exons file = geneByGene/org2/ENSMUSG00000027519.rf
Frequency file = geneByGene/org1/ENSG00000124209.rf.freq
-mc = 3	local = false
-ss = 1	-es = 1
-B = 5	 -b = 5Opening gap = -2	Continuing gap = -1
Similarity = 12

QID	QEXN	GID	GEXN	EX_M	EX_M%	QEX_M	QEX_M%	O_M	O_M%	TOT_M	GAP	SCORE	EVALUE
ENST00000539609	9	ENSMUST00000176438	11	7	100	0	0	0	0	7	2	17.32	0.001497
ENST00000419938	6	ENSMUST00000176732	6	4	100	0	0	0	0	4	0	12.18	0.2545
ENST00000419938	6	ENSMUST00000201804	8	4	100	0	0	0	0	4	2	8.181	13.9
ENST00000419938	6	ENSMUST00000200844	9	4	100	0	0	0	0	4	3	6.181	102.7
ENST00000419938	6	ENSMUST00000076836	10	4	100	0	0	0	0	4	4	4.181	758.8
ENST00000419938	6	ENSMUST00000068415	10	4	100	0	0	0	0	4	4	4.181	758.8
ENST00000409487	10	ENSMUST00000068415	10	8	100	0	0	0	0	8	0	24.36	1.305e-06
ENST00000409487	10	ENSMUST00000028229	10	8	100	0	0	0	0	8	0	24.36	1.305e-06
ENST00000409487	10	ENSMUST00000076836	10	7	87.5	1	12.5	0	0	8	0	22.73	6.675e-06
ENST00000409487	10	ENSMUST00000176438	11	8	100	0	0	0	0	8	1	22.36	9.64e-06
ENST00000409487	10	ENSMUST00000177302	9	7	100	0	0	0	0	7	1	19.32	0.0002026
ENST00000470879	3	ENSMUST00000153561	3	1	100	0	0	0	0	1	0	3.045	2363
ENST00000470879	3	ENSMUST00000201490	3	1	100	0	0	0	0	1	0	3.045	2363
ENST00000470879	3	ENSMUST00000202187	3	1	100	0	0	0	0	1	0	3.045	2363
ENST00000470879	3	ENSMUST00000127520	4	1	100	0	0	0	0	1	1	1.045	1.746e+04
ENST00000470879	3	ENSMUST00000202935	4	1	100	0	0	0	0	1	1	1.045	1.746e+04
ENST00000271638	3	ENSMUST00000029515	3	0	0	1	100	0	0	1	0	1.203	1.492e+04
ENST00000368721	8	ENSMUST00000106139	11	6	75	0	0	2	25	8	3	11.19	0.6882
ENST00000368721	8	ENSMUST00000033290	12	6	75	0	0	2	25	8	4	9.591	3.394
ENST00000368721	8	ENSMUST00000063669	12	6	75	0	0	2	25	8	4	9.164	5.202
ENST00000368721	8	ENSMUST00000135989	2	0	0	0	0	2	100	2	6	-13.06	2.344e+10
ENST00000368721	8	ENSMUST00000149876	2	0	0	0	0	2	100	2	6	-13.52	3.691e+10
ENST00000415732	3	ENSMUST00000130182	3	0	0	1	33.33	2	66.67	3	0	4.475	565.8
ENST00000415732	3	ENSMUST00000149876	2	0	0	0	0	2	100	2	1	-0.239	6.307e+04
ENST00000415732	3	ENSMUST00000135989	2	0	0	0	0	2	100	2	1	-4.653	5.209e+06
ENST00000415732	3	ENSMUST00000106139	11	0	0	0	0	3	100	3	8	-18.27	4.272e+12
ENST00000415732	3	ENSMUST00000033290	12	0	0	0	0	3	100	3	9	-18.48	5.278e+12
ENST00000284690	11	ENSMUST00000106139	11	8	72.73	1	9.091	2	18.18	11	0	24.69	9.446e-07
ENST00000284690	11	ENSMUST00000033290	12	8	72.73	1	9.091	2	18.18	11	1	23.14	4.412e-06
ENST00000284690	11	ENSMUST00000063669	12	8	72.73	1	9.091	2	18.18	11	1	22.69	6.967e-06
ENST00000284690	11	ENSMUST00000135989	2	0	0	2	100	0	0	2	9	-16.19	5.363e+11
ENST00000284690	11	ENSMUST00000130182	3	0	0	1	50	1	50	2	10	-18.19	3.933e+12
ENST00000424406	2	ENSMUST00000015723	2	0	0	0	0	2	100	2	0	-0.01917	5.062e+04
ENST00000517440	2	ENSMUST00000015723	2	0	0	0	0	2	100	2	0	0.1204	4.403e+04
ENST00000329198	2	ENSMUST00000015723	2	0	0	0	0	2	100	2	0	-0.5574	8.672e+04
ENST00000521848	2	ENSMUST00000015723	2	0	0	0	0	2	100	2	0	-0.8414	1.152e+05
ENST00000589256	3	ENSMUST00000149668	10	1	100	0	0	0	0	1	7	-8.938	3.783e+08
ENST00000589256	3	ENSMUST00000073388	11	1	100	0	0	0	0	1	8	-10.94	2.795e+09
ENST00000591952	3	ENSMUST00000149668	10	1	100	0	0	0	0	1	7	-8.938	3.783e+08
ENST00000591952	3	ENSMUST00000073388	11	1	100	0	0	0	0	1	8	-10.94	2.795e+09
ENST00000327898	11	ENSMUST00000073388	11	8	88.89	1	11.11	0	0	9	0	41.85	3.306e-14
ENST00000327898	11	ENSMUST00000149668	10	7	87.5	1	12.5	0	0	8	1	35.15	2.689e-11
ENST00000586542	5	ENSMUST00000149668	10	3	100	0	0	0	0	3	5	5.113	298.9
ENST00000586542	5	ENSMUST00000073388	11	3	100	0	0	0	0	3	6	3.113	2209
ENST00000588800	5	ENSMUST00000149668	10	2	66.67	1	33.33	0	0	3	5	0.8944	2.031e+04
ENST00000588800	5	ENSMUST00000073388	11	3	100	0	0	0	0	3	6	-0.8474	1.159e+05
ENST00000409257	11	ENSMUST00000073388	11	8	88.89	1	11.11	0	0	9	0	42.17	2.401e-14
ENST00000409257	11	ENSMUST00000149668	10	7	87.5	1	12.5	0	0	8	1	35.47	1.952e-11
ENST00000591256	6	ENSMUST00000149668	10	4	100	0	0	0	0	4	4	12.1	0.2755
ENST00000591256	6	ENSMUST00000073388	11	4	100	0	0	0	0	4	5	10.1	2.036
ENST00000586731	3	ENSMUST00000149668	10	1	100	0	0	0	0	1	7	-8.938	3.783e+08
ENST00000586731	3	ENSMUST00000073388	11	1	100	0	0	0	0	1	8	-10.94	2.795e+09
ENST00000617742	14	ENSMUST00000172923	2	0	0	1	50	1	50	2	12	-24.59	2.364e+15
ENST00000617742	14	ENSMUST00000087674	2	0	0	0	0	2	100	2	12	-24.76	2.81e+15
ENST00000400677	2	ENSMUST00000087674	2	0	0	0	0	2	100	2	0	-1.014	1.369e+05
ENST00000400677	2	ENSMUST00000172923	2	0	0	0	0	2	100	2	0	-1.137	1.548e+05
ENST00000506970	2	ENSMUST00000172923	2	0	0	0	0	2	100	2	0	0.2315	3.94e+04
ENST00000506970	2	ENSMUST00000087674	2	0	0	0	0	2	100	2	0	-0.1359	5.689e+04
ENST00000618917	11	ENSMUST00000024724	10	4	50	2	25	2	25	8	1	13.17	0.09454
ENST00000618917	11	ENSMUST00000144243	8	2	33.33	3	50	1	16.67	6	3	3.84	1068
ENST00000618917	11	ENSMUST00000131699	6	1	25	1	25	2	50	4	5	-5.377	1.075e+07
ENST00000616725	9	ENSMUST00000024724	10	4	57.14	2	28.57	1	14.29	7	1	12.9	0.1246
ENST00000616725	9	ENSMUST00000144243	8	2	40	2	40	1	20	5	3	2.805	3004
ENST00000616725	9	ENSMUST00000131699	6	1	33.33	1	33.33	1	33.33	3	5	-5.653	1.416e+07
ENST00000339139	10	ENSMUST00000024724	10	4	50	2	25	2	25	8	0	15.17	0.01279
ENST00000339139	10	ENSMUST00000144243	8	2	33.33	3	50	1	16.67	6	2	5.84	144.5
ENST00000339139	10	ENSMUST00000131699	6	1	25	1	25	2	50	4	4	-3.377	1.455e+06
ENST00000378187	2	ENSMUST00000098663	2	0	0	0	0	2	100	2	0	-1.757	2.879e+05
ENST00000267273	4	ENSMUST00000061421	5	2	100	0	0	0	0	2	1	4.091	830.8
ENST00000445223	3	ENSMUST00000037491	15	1	100	0	0	0	0	1	12	-20.95	6.259e+13
ENST00000445223	3	ENSMUST00000164727	15	1	100	0	0	0	0	1	12	-20.95	6.259e+13
ENST00000451619	3	ENSMUST00000037491	15	1	100	0	0	0	0	1	12	-20.95	6.259e+13
ENST00000451619	3	ENSMUST00000164727	15	1	100	0	0	0	0	1	12	-20.95	6.259e+13
ENST00000431222	5	ENSMUST00000037491	15	2	100	0	0	0	0	2	12	-17.91	2.978e+12
ENST00000431222	5	ENSMUST00000164727	15	2	100	0	0	0	0	2	12	-17.91	2.978e+12
ENST00000264870	15	ENSMUST00000037491	15	13	100	0	0	0	0	13	0	39.59	3.182e-13
ENST00000264870	15	ENSMUST00000164727	15	13	100	0	0	0	0	13	0	39.59	3.182e-13
ENST00000414279	5	ENSMUST00000037491	15	2	100	0	0	0	0	2	12	-17.91	2.978e+12
ENST00000414279	5	ENSMUST00000164727	15	2	100	0	0	0	0	2	12	-17.91	2.978e+12
ENST00000455571	4	ENSMUST00000189679	3	0	0	2	66.67	1	33.33	3	1	0.8393	2.146e+04
ENST00000455571	4	ENSMUST00000023673	8	1	25	2	50	1	25	4	4	-2.513	6.13e+05
ENST00000455571	4	ENSMUST00000186296	2	0	0	0	0	2	100	2	2	-2.924	9.245e+05
ENST00000455571	4	ENSMUST00000113956	5	0	0	1	25	3	75	4	1	-4.524	4.578e+06
ENST00000455571	4	ENSMUST00000187242	3	0	0	0	0	3	100	3	1	-5.022	7.533e+06
ENST00000399237	5	ENSMUST00000023673	8	4	80	1	20	0	0	5	3	7.886	18.68
ENST00000399237	5	ENSMUST00000168195	6	3	75	0	0	1	25	4	3	1.741	8712
ENST00000399237	5	ENSMUST00000113956	5	2	50	0	0	2	50	4	2	0.8742	2.072e+04
ENST00000399237	5	ENSMUST00000189679	3	0	0	1	33.33	2	66.67	3	2	-3.262	1.297e+06
ENST00000399237	5	ENSMUST00000187242	3	1	33.33	0	0	2	66.67	3	2	-3.465	1.589e+06
ENST00000399240	5	ENSMUST00000113956	5	3	60	0	0	2	40	5	0	7.924	17.98
ENST00000399240	5	ENSMUST00000168195	6	3	60	0	0	2	40	5	1	6.234	97.41
ENST00000399240	5	ENSMUST00000023673	8	3	60	0	0	2	40	5	3	2.233	5323
ENST00000399240	5	ENSMUST00000189679	3	0	0	1	33.33	2	66.67	3	2	-3.258	1.291e+06
ENST00000399240	5	ENSMUST00000187242	3	1	33.33	0	0	2	66.67	3	2	-3.69	1.99e+06
ENST00000475045	13	ENSMUST00000023673	8	0	0	4	50	4	50	8	5	-9.779	8.77e+08
ENST00000475045	13	ENSMUST00000168195	6	0	0	3	50	3	50	6	7	-13.92	5.52e+10
ENST00000475045	13	ENSMUST00000113956	5	0	0	2	40	3	60	5	8	-16.42	6.705e+11
ENST00000475045	13	ENSMUST00000189679	3	0	0	2	66.67	1	33.33	3	10	-16.45	6.892e+11
ENST00000475045	13	ENSMUST00000187242	3	0	0	1	33.33	2	66.67	3	10	-19.19	1.073e+13
ENST00000416754	3	ENSMUST00000186296	2	1	50	0	0	1	50	2	1	2.334	4813
ENST00000416754	3	ENSMUST00000189679	3	0	0	1	33.33	2	66.67	3	0	1.59	1.013e+04
ENST00000416754	3	ENSMUST00000187242	3	0	0	0	0	3	100	3	0	-3.341	1.402e+06
ENST00000416754	3	ENSMUST00000113956	5	0	0	1	33.33	2	66.67	3	2	-3.911	2.482e+06
ENST00000416754	3	ENSMUST00000168195	6	0	0	1	33.33	2	66.67	3	3	-4.756	5.777e+06
ENST00000344691	6	ENSMUST00000168195	6	4	66.67	0	0	2	33.33	6	0	10.97	0.8589
ENST00000344691	6	ENSMUST00000113956	5	3	60	1	20	1	20	5	1	8.766	7.742
ENST00000344691	6	ENSMUST00000023673	8	4	66.67	0	0	2	33.33	6	2	7.09	41.38
ENST00000344691	6	ENSMUST00000189679	3	0	0	1	33.33	2	66.67	3	3	-5.264	9.597e+06
ENST00000344691	6	ENSMUST00000187242	3	1	33.33	0	0	2	66.67	3	3	-5.711	1.5e+07
ENST00000358356	5	ENSMUST00000113956	5	2	40	1	20	2	40	5	0	7.328	32.62
ENST00000358356	5	ENSMUST00000168195	6	3	60	0	0	2	40	5	1	5.976	126.1
ENST00000358356	5	ENSMUST00000023673	8	3	60	0	0	2	40	5	3	1.916	7313
ENST00000358356	5	ENSMUST00000189679	3	0	0	1	33.33	2	66.67	3	2	-3.261	1.295e+06
ENST00000358356	5	ENSMUST00000187242	3	1	33.33	0	0	2	66.67	3	2	-3.379	1.457e+06
ENST00000300305	8	ENSMUST00000023673	8	5	62.5	0	0	3	37.5	8	0	13.14	0.09799
ENST00000300305	8	ENSMUST00000168195	6	4	66.67	0	0	2	33.33	6	2	7.102	40.91
ENST00000300305	8	ENSMUST00000113956	5	3	60	0	0	2	40	5	3	1.922	7268
ENST00000300305	8	ENSMUST00000187242	3	1	33.33	0	0	2	66.67	3	5	-8.586	2.661e+08
ENST00000300305	8	ENSMUST00000189679	3	0	0	1	33.33	2	66.67	3	5	-9.264	5.24e+08
ENST00000437180	9	ENSMUST00000023673	8	5	62.5	1	12.5	2	25	8	1	14.6	0.0227
ENST00000437180	9	ENSMUST00000168195	6	4	66.67	0	0	2	33.33	6	3	5	334.7
ENST00000437180	9	ENSMUST00000113956	5	3	60	0	0	2	40	5	4	-0.08071	5.384e+04
ENST00000437180	9	ENSMUST00000189679	3	0	0	2	66.67	1	33.33	3	6	-9.163	4.736e+08
ENST00000437180	9	ENSMUST00000187242	3	1	33.33	0	0	2	66.67	3	6	-10.59	1.966e+09
ENST00000379919	1	ENSMUST00000075422	1	0	0	0	0	1	100	1	0	-1.408	2.029e+05
ENST00000367084	4	ENSMUST00000049813	2	0	0	0	0	2	100	2	2	-5.101	8.153e+06
ENST00000315927	2	ENSMUST00000049813	2	0	0	0	0	2	100	2	0	-0.8722	1.188e+05
ENST00000430628	9	ENSMUST00000178257	9	5	71.43	2	28.57	0	0	7	0	17.21	0.001667
ENST00000430628	9	ENSMUST00000032762	9	5	71.43	2	28.57	0	0	7	0	17.21	0.001667
ENST00000300055	9	ENSMUST00000178257	9	5	71.43	2	28.57	0	0	7	0	17.21	0.001667
ENST00000300055	9	ENSMUST00000032762	9	5	71.43	2	28.57	0	0	7	0	17.21	0.001667
ENST00000560330	3	ENSMUST00000178257	9	0	0	1	100	0	0	1	6	-9.866	9.57e+08
ENST00000560330	3	ENSMUST00000032762	9	0	0	1	100	0	0	1	6	-9.866	9.57e+08
ENST00000443900	5	ENSMUST00000045693	13	2	66.67	1	33.33	0	0	3	8	-2.808	8.229e+05
ENST00000629411	3	ENSMUST00000045693	13	1	100	0	0	0	0	1	10	-14.94	1.526e+11
ENST00000389501	13	ENSMUST00000045693	13	10	90.91	1	9.091	0	0	11	0	52.31	9.475e-19
ENST00000258098	5	ENSMUST00000060837	5	2	66.67	0	0	1	33.33	3	0	5.873	139.8
ENST00000409762	55	ENSMUST00000113823	55	52	98.11	1	1.887	0	0	53	0	258.1	0
ENST00000409762	55	ENSMUST00000081904	55	52	98.11	1	1.887	0	0	53	0	258.1	0
ENST00000409762	55	ENSMUST00000089595	55	51	98.08	1	1.923	0	0	52	2	224.6	0
ENST00000409762	55	ENSMUST00000113821	55	51	98.08	1	1.923	0	0	52	2	224.6	0
ENST00000409762	55	ENSMUST00000168387	55	49	94.23	2	3.846	1	1.923	52	2	217.6	0
ENST00000409744	55	ENSMUST00000113818	54	51	98.08	1	1.923	0	0	52	1	223.8	0
ENST00000409744	55	ENSMUST00000089595	55	51	98.08	1	1.923	0	0	52	2	203.1	0
ENST00000409744	55	ENSMUST00000113821	55	51	98.08	1	1.923	0	0	52	2	203.1	0
ENST00000409744	55	ENSMUST00000168387	55	49	94.23	2	3.846	1	1.923	52	2	199.8	0
ENST00000409744	55	ENSMUST00000113823	55	51	98.08	1	1.923	0	0	52	2	182.3	0
ENST00000410020	56	ENSMUST00000113823	55	52	98.11	1	1.887	0	0	53	1	227.7	0
ENST00000410020	56	ENSMUST00000081904	55	52	98.11	1	1.887	0	0	53	1	227.7	0
ENST00000410020	56	ENSMUST00000089595	55	51	98.08	1	1.923	0	0	52	3	194.2	0
ENST00000410020	56	ENSMUST00000113821	55	51	98.08	1	1.923	0	0	52	3	194.2	0
ENST00000410020	56	ENSMUST00000168387	55	49	94.23	2	3.846	1	1.923	52	3	187.2	0
ENST00000258104	55	ENSMUST00000089595	55	52	98.11	1	1.887	0	0	53	0	258.1	0
ENST00000258104	55	ENSMUST00000113821	55	52	98.11	1	1.887	0	0	53	0	258.1	0
ENST00000258104	55	ENSMUST00000168387	55	50	94.34	2	3.774	1	1.887	53	0	251.1	0
ENST00000258104	55	ENSMUST00000113823	55	51	98.08	1	1.923	0	0	52	2	224.6	0
ENST00000258104	55	ENSMUST00000081904	55	51	98.08	1	1.923	0	0	52	2	224.6	0
ENST00000409651	56	ENSMUST00000113823	55	52	98.11	1	1.887	0	0	53	1	185.3	0
ENST00000409651	56	ENSMUST00000081904	55	52	98.11	1	1.887	0	0	53	1	185.3	0
ENST00000409651	56	ENSMUST00000089595	55	52	98.11	1	1.887	0	0	53	1	162.9	0
ENST00000409651	56	ENSMUST00000113821	55	52	98.11	1	1.887	0	0	53	1	162.9	0
ENST00000409651	56	ENSMUST00000168387	55	50	94.34	2	3.774	1	1.887	53	1	157.9	0
ENST00000394120	55	ENSMUST00000089595	55	52	98.11	1	1.887	0	0	53	0	258.1	0
ENST00000394120	55	ENSMUST00000113821	55	52	98.11	1	1.887	0	0	53	0	258.1	0
ENST00000394120	55	ENSMUST00000168387	55	50	94.34	2	3.774	1	1.887	53	0	251.1	0
ENST00000394120	55	ENSMUST00000113823	55	51	98.08	1	1.923	0	0	52	2	224.6	0
ENST00000394120	55	ENSMUST00000081904	55	51	98.08	1	1.923	0	0	52	2	224.6	0
ENST00000429174	56	ENSMUST00000089595	55	52	98.11	1	1.887	0	0	53	1	227.7	0
ENST00000429174	56	ENSMUST00000113821	55	52	98.11	1	1.887	0	0	53	1	227.7	0
ENST00000429174	56	ENSMUST00000168387	55	50	94.34	2	3.774	1	1.887	53	1	220.7	0
ENST00000429174	56	ENSMUST00000113823	55	51	98.08	1	1.923	0	0	52	3	194.2	0
ENST00000429174	56	ENSMUST00000081904	55	51	98.08	1	1.923	0	0	52	3	194.2	0
ENST00000413539	56	ENSMUST00000113823	55	52	98.11	1	1.887	0	0	53	1	185.3	0
ENST00000413539	56	ENSMUST00000081904	55	52	98.11	1	1.887	0	0	53	1	185.3	0
ENST00000413539	56	ENSMUST00000089595	55	52	98.11	1	1.887	0	0	53	1	162.9	0
ENST00000413539	56	ENSMUST00000113821	55	52	98.11	1	1.887	0	0	53	1	162.9	0
ENST00000413539	56	ENSMUST00000168387	55	50	94.34	2	3.774	1	1.887	53	1	157.9	0
ENST00000410041	55	ENSMUST00000113823	55	52	98.11	1	1.887	0	0	53	0	258.1	0
ENST00000410041	55	ENSMUST00000081904	55	52	98.11	1	1.887	0	0	53	0	258.1	0
ENST00000410041	55	ENSMUST00000089595	55	51	98.08	1	1.923	0	0	52	2	224.6	0
ENST00000410041	55	ENSMUST00000113821	55	51	98.08	1	1.923	0	0	52	2	224.6	0
ENST00000410041	55	ENSMUST00000168387	55	49	94.23	2	3.846	1	1.923	52	2	217.6	0
ENST00000409582	56	ENSMUST00000113823	55	52	98.11	1	1.887	0	0	53	1	227.7	0
ENST00000409582	56	ENSMUST00000081904	55	52	98.11	1	1.887	0	0	53	1	227.7	0
ENST00000409582	56	ENSMUST00000089595	55	51	98.08	1	1.923	0	0	52	3	194.2	0
ENST00000409582	56	ENSMUST00000113821	55	51	98.08	1	1.923	0	0	52	3	194.2	0
ENST00000409582	56	ENSMUST00000168387	55	49	94.23	2	3.846	1	1.923	52	3	187.2	0
ENST00000409366	56	ENSMUST00000089595	55	52	98.11	1	1.887	0	0	53	1	227.7	0
ENST00000409366	56	ENSMUST00000113821	55	52	98.11	1	1.887	0	0	53	1	227.7	0
ENST00000409366	56	ENSMUST00000168387	55	50	94.34	2	3.774	1	1.887	53	1	220.7	0
ENST00000409366	56	ENSMUST00000113823	55	51	98.08	1	1.923	0	0	52	3	194.2	0
ENST00000409366	56	ENSMUST00000081904	55	51	98.08	1	1.923	0	0	52	3	194.2	0
ENST00000394412	19	ENSMUST00000183846	19	15	88.24	1	5.882	1	5.882	17	0	46.03	5.065e-16
ENST00000394412	19	ENSMUST00000184137	19	14	82.35	2	11.76	1	5.882	17	0	44.4	2.591e-15
ENST00000394412	19	ENSMUST00000178048	18	14	87.5	1	6.25	1	6.25	16	1	39.99	2.138e-13
ENST00000394412	19	ENSMUST00000059836	18	13	81.25	2	12.5	1	6.25	16	1	38.35	1.094e-12
ENST00000414061	5	ENSMUST00000143223	4	1	50	0	0	1	50	2	1	4.465	571.5
ENST00000414061	5	ENSMUST00000033509	5	1	50	0	0	1	50	2	2	-0.8465	1.158e+05
ENST00000495186	5	ENSMUST00000033509	5	2	66.67	0	0	1	33.33	3	0	6.199	100.9
ENST00000495186	5	ENSMUST00000143223	4	1	50	0	0	1	50	2	1	4.465	571.5
ENST00000446158	6	ENSMUST00000033509	5	2	66.67	0	0	1	33.33	3	1	4.199	745.6
ENST00000446158	6	ENSMUST00000143223	4	1	50	0	0	1	50	2	2	2.465	4223
ENST00000465423	6	ENSMUST00000142676	7	0	0	0	0	4	100	4	1	3.183	2060
ENST00000465423	6	ENSMUST00000189498	4	2	100	0	0	0	0	2	2	2.091	6139
ENST00000465423	6	ENSMUST00000149322	14	3	100	0	0	0	0	3	10	-10.86	2.596e+09
ENST00000465423	6	ENSMUST00000035116	15	3	100	0	0	0	0	3	11	-12.86	1.918e+10
ENST00000490504	13	ENSMUST00000149322	14	10	90.91	1	9.091	0	0	11	1	29.87	5.313e-09
ENST00000490504	13	ENSMUST00000035116	15	11	100	0	0	0	0	11	2	29.5	7.673e-09
ENST00000490504	13	ENSMUST00000142676	7	0	0	4	80	1	20	5	6	0.9087	2.002e+04
ENST00000490504	13	ENSMUST00000189498	4	1	50	1	50	0	0	2	9	-10.65	2.105e+09
ENST00000478469	9	ENSMUST00000142676	7	5	100	0	0	0	0	5	2	11.23	0.6613
ENST00000478469	9	ENSMUST00000035116	15	7	100	0	0	0	0	7	6	9.317	4.463
ENST00000478469	9	ENSMUST00000149322	14	4	57.14	2	28.57	1	14.29	7	5	5.948	129.7
ENST00000478469	9	ENSMUST00000189498	4	2	100	0	0	0	0	2	5	-1.893	3.296e+05
ENST00000459873	6	ENSMUST00000142676	7	3	100	0	0	0	0	3	3	8.752	7.854
ENST00000459873	6	ENSMUST00000189498	4	2	100	0	0	0	0	2	2	4.034	878.8
ENST00000459873	6	ENSMUST00000149322	14	4	100	0	0	0	0	4	8	-3.819	2.262e+06
ENST00000459873	6	ENSMUST00000035116	15	4	100	0	0	0	0	4	9	-5.819	1.671e+07
ENST00000482086	12	ENSMUST00000149322	14	8	80	1	10	1	10	10	2	21.79	1.712e-05
ENST00000482086	12	ENSMUST00000035116	15	9	90	1	10	0	0	10	3	21.75	1.783e-05
ENST00000482086	12	ENSMUST00000142676	7	0	0	3	60	2	40	5	5	-1.574	2.397e+05
ENST00000482086	12	ENSMUST00000189498	4	0	0	0	0	2	100	2	8	-12.86	1.904e+10
ENST00000471595	16	ENSMUST00000035116	15	13	100	0	0	0	0	13	1	36.59	6.391e-12
ENST00000471595	16	ENSMUST00000149322	14	12	100	0	0	0	0	12	2	32.54	3.651e-10
ENST00000471595	16	ENSMUST00000142676	7	5	100	0	0	0	0	5	9	-2.773	7.952e+05
ENST00000471595	16	ENSMUST00000189498	4	2	100	0	0	0	0	2	12	-15.89	3.964e+11
ENST00000462542	6	ENSMUST00000142676	7	0	0	1	25	3	75	4	1	4.132	797.5
ENST00000462542	6	ENSMUST00000189498	4	2	100	0	0	0	0	2	2	2.091	6139
ENST00000462542	6	ENSMUST00000149322	14	4	100	0	0	0	0	4	8	-3.819	2.262e+06
ENST00000462542	6	ENSMUST00000035116	15	4	100	0	0	0	0	4	9	-5.819	1.671e+07
ENST00000483687	14	ENSMUST00000035116	15	12	100	0	0	0	0	12	1	34.54	4.941e-11
ENST00000483687	14	ENSMUST00000149322	14	10	83.33	1	8.333	1	8.333	12	0	31	1.71e-09
ENST00000483687	14	ENSMUST00000142676	7	3	60	1	20	1	20	5	7	4.262	700.3
ENST00000483687	14	ENSMUST00000189498	4	1	50	1	50	0	0	2	10	-12.65	1.556e+10
ENST00000251654	15	ENSMUST00000035116	15	13	100	0	0	0	0	13	0	39.59	3.182e-13
ENST00000251654	15	ENSMUST00000149322	14	12	100	0	0	0	0	12	1	34.54	4.941e-11
ENST00000251654	15	ENSMUST00000142676	7	5	100	0	0	0	0	5	8	-0.7734	1.076e+05
ENST00000251654	15	ENSMUST00000189498	4	2	100	0	0	0	0	2	11	-13.89	5.365e+10
ENST00000494742	5	ENSMUST00000189498	4	2	100	0	0	0	0	2	1	6.034	118.9
ENST00000494742	5	ENSMUST00000142676	7	2	100	0	0	0	0	2	4	2.051	6387
ENST00000494742	5	ENSMUST00000149322	14	3	100	0	0	0	0	3	9	-8.864	3.513e+08
ENST00000494742	5	ENSMUST00000035116	15	3	100	0	0	0	0	3	10	-10.86	2.596e+09
ENST00000466072	16	ENSMUST00000035116	15	13	100	0	0	0	0	13	1	36.59	6.391e-12
ENST00000466072	16	ENSMUST00000149322	14	12	100	0	0	0	0	12	2	32.54	3.651e-10
ENST00000466072	16	ENSMUST00000142676	7	5	100	0	0	0	0	5	9	-2.773	7.952e+05
ENST00000466072	16	ENSMUST00000189498	4	2	100	0	0	0	0	2	12	-15.89	3.964e+11
ENST00000469217	16	ENSMUST00000035116	15	13	100	0	0	0	0	13	1	36.59	6.391e-12
ENST00000469217	16	ENSMUST00000149322	14	12	100	0	0	0	0	12	2	32.54	3.651e-10
ENST00000469217	16	ENSMUST00000142676	7	2	40	3	60	0	0	5	9	-2.51	6.112e+05
ENST00000469217	16	ENSMUST00000189498	4	2	100	0	0	0	0	2	12	-15.89	3.964e+11
ENST00000462637	14	ENSMUST00000035116	15	12	100	0	0	0	0	12	1	34.54	4.941e-11
ENST00000462637	14	ENSMUST00000149322	14	11	100	0	0	0	0	11	2	29.5	7.673e-09
ENST00000462637	14	ENSMUST00000142676	7	4	80	0	0	1	20	5	7	6.967	46.79
ENST00000462637	14	ENSMUST00000189498	4	2	100	0	0	0	0	2	10	-9.949	1.04e+09
ENST00000468777	16	ENSMUST00000035116	15	13	100	0	0	0	0	13	1	36.59	6.391e-12
ENST00000468777	16	ENSMUST00000149322	14	12	100	0	0	0	0	12	2	32.54	3.651e-10
ENST00000468777	16	ENSMUST00000142676	7	2	40	3	60	0	0	5	9	-2.51	6.112e+05
ENST00000468777	16	ENSMUST00000189498	4	2	100	0	0	0	0	2	12	-15.89	3.964e+11
ENST00000411704	5	ENSMUST00000023460	4	2	100	0	0	0	0	2	1	6.107	110.6
ENST00000411704	5	ENSMUST00000115178	4	0	0	0	0	2	100	2	1	-1.222	1.686e+05
ENST00000452404	4	ENSMUST00000023460	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000452404	4	ENSMUST00000115178	4	0	0	0	0	2	100	2	0	-1.239	1.714e+05
ENST00000447325	4	ENSMUST00000023460	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000447325	4	ENSMUST00000115178	4	0	0	0	0	2	100	2	0	-1.239	1.714e+05
ENST00000427641	4	ENSMUST00000115178	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000427641	4	ENSMUST00000023460	4	0	0	0	0	2	100	2	0	-1.239	1.714e+05
ENST00000321256	4	ENSMUST00000023460	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000321256	4	ENSMUST00000115178	4	0	0	0	0	2	100	2	0	-1.239	1.714e+05
ENST00000422610	4	ENSMUST00000023460	4	2	100	0	0	0	0	2	0	6.091	112.4
ENST00000422610	4	ENSMUST00000115178	4	0	0	0	0	2	100	2	0	-1.239	1.714e+05
ENST00000455953	2	ENSMUST00000023460	4	0	0	1	50	1	50	2	2	-4.115	3.042e+06
ENST00000455953	2	ENSMUST00000115178	4	0	0	0	0	2	100	2	2	-4.618	5.031e+06
ENST00000332556	9	ENSMUST00000033824	9	4	57.14	3	42.86	0	0	7	0	27.51	5.615e-08
