Query = geneByGene/org2/ENSMUSG00000027519.rf
Exons file = geneByGene/org1/ENSG00000124209.rf
Frequency file = geneByGene/org2/ENSMUSG00000027519.rf.freq
-mc = 3	local = false
-ss = 1	-es = 1
-B = 5	 -b = 5Opening gap = -2	Continuing gap = -1
Similarity = 12

QID	QEXN	GID	GEXN	EX_M	EX_M%	QEX_M	QEX_M%	O_M	O_M%	TOT_M	GAP	SCORE	EVALUE
ENSMUST00000169826	5	ENST00000613865	5	3	100	0	0	0	0	3	0	14.75	0.03125
ENSMUST00000169826	5	ENST00000440692	5	3	100	0	0	0	0	3	0	14.75	0.03125
ENSMUST00000169826	5	ENST00000372360	5	3	100	0	0	0	0	3	0	14.75	0.03125
ENSMUST00000169826	5	ENST00000360830	6	3	100	0	0	0	0	3	1	12.75	0.2309
ENSMUST00000169826	5	ENST00000435275	6	3	100	0	0	0	0	3	1	12.75	0.2309
ENSMUST00000112384	5	ENST00000613865	5	3	100	0	0	0	0	3	0	14.75	0.03125
ENSMUST00000112384	5	ENST00000440692	5	3	100	0	0	0	0	3	0	14.75	0.03125
ENSMUST00000112384	5	ENST00000372360	5	3	100	0	0	0	0	3	0	14.75	0.03125
ENSMUST00000112384	5	ENST00000360830	6	3	100	0	0	0	0	3	1	12.75	0.2309
ENSMUST00000112384	5	ENST00000435275	6	3	100	0	0	0	0	3	1	12.75	0.2309
ENSMUST00000050372	13	ENST00000373631	13	9	81.82	1	9.091	1	9.091	11	0	49.28	3.156e-17
ENSMUST00000050372	13	ENST00000359999	10	7	87.5	1	12.5	0	0	8	3	31.63	1.455e-09
ENSMUST00000005490	10	ENST00000221742	9	7	100	0	0	0	0	7	1	19.32	0.0003252
ENSMUST00000005490	10	ENST00000600144	9	6	85.71	1	14.29	0	0	7	1	16.84	0.003865
ENSMUST00000005490	10	ENST00000430939	9	6	85.71	1	14.29	0	0	7	1	16.84	0.003865
ENSMUST00000005490	10	ENST00000544886	6	3	75	1	25	0	0	4	4	1.706	1.448e+04
ENSMUST00000005490	10	ENST00000598504	8	3	75	1	25	0	0	4	6	-2.294	7.903e+05
ENSMUST00000005488	7	ENST00000427043	7	3	60	1	20	1	20	5	0	9.558	5.631
ENSMUST00000036340	44	ENST00000383807	44	37	84.09	5	11.36	2	4.545	44	0	197.6	0
ENSMUST00000036340	44	ENST00000419585	44	37	84.09	5	11.36	2	4.545	44	0	196.8	0
ENSMUST00000036340	44	ENST00000287647	43	37	86.05	5	11.63	1	2.326	43	1	191.9	0
ENSMUST00000036340	44	ENST00000431693	8	5	62.5	2	25	1	12.5	8	36	-41.21	6.301e+22
ENSMUST00000036340	44	ENST00000625535	2	1	50	1	50	0	0	2	42	-79.54	inf
ENSMUST00000123738	7	ENST00000431693	8	0	0	4	57.14	3	42.86	7	1	7.423	47.61
ENSMUST00000123738	7	ENST00000625535	2	0	0	2	100	0	0	2	5	-7.339	1.227e+08
ENSMUST00000123738	7	ENST00000287647	43	2	28.57	4	57.14	1	14.29	7	36	-51.59	2.034e+27
ENSMUST00000123738	7	ENST00000383807	44	2	28.57	4	57.14	1	14.29	7	37	-53.59	1.503e+28
ENSMUST00000123738	7	ENST00000419585	44	2	28.57	4	57.14	1	14.29	7	37	-53.59	1.503e+28
ENSMUST00000101051	5	ENST00000431693	8	1	25	2	50	1	25	4	5	0.6867	4.012e+04
ENSMUST00000101051	5	ENST00000625535	2	0	0	0	0	2	100	2	3	-4.266	5.679e+06
ENSMUST00000101051	5	ENST00000383807	44	2	40	2	40	1	20	5	39	-63.33	2.544e+32
ENSMUST00000101051	5	ENST00000287647	43	1	20	2	40	2	40	5	38	-64.22	6.208e+32
ENSMUST00000101051	5	ENST00000419585	44	1	20	2	40	2	40	5	39	-67.47	1.594e+34
ENSMUST00000086248	7	ENST00000599062	7	4	80	1	20	0	0	5	0	22.59	1.227e-05
ENSMUST00000086248	7	ENST00000302804	7	4	80	1	20	0	0	5	0	21.52	3.591e-05
ENSMUST00000086248	7	ENST00000415300	7	4	80	1	20	0	0	5	0	21.52	3.591e-05
ENSMUST00000086248	7	ENST00000598785	6	4	100	0	0	0	0	4	1	15.87	0.01022
ENSMUST00000086248	7	ENST00000448930	8	2	40	2	40	1	20	5	1	12.31	0.3583
ENSMUST00000094303	7	ENST00000392235	9	4	80	1	20	0	0	5	2	9.071	9.159
ENSMUST00000094303	7	ENST00000368106	10	4	80	1	20	0	0	5	3	7.071	67.68
ENSMUST00000094303	7	ENST00000339348	9	3	60	1	20	1	20	5	2	5.535	314.5
ENSMUST00000094303	7	ENST00000321935	11	4	80	1	20	0	0	5	4	5.071	500.1
ENSMUST00000094303	7	ENST00000536257	6	1	25	1	25	2	50	4	1	1.812	1.302e+04
ENSMUST00000041203	21	ENST00000383832	21	19	100	0	0	0	0	19	0	92.78	4.057e-36
ENSMUST00000041203	21	ENST00000383831	21	19	100	0	0	0	0	19	0	92.78	4.057e-36
ENSMUST00000041203 5(2)+6(76)	20	ENST00000613455	20	17	94.44	1	5.556	0	0	18	0	61.46	1.615e-22
ENSMUST00000041203	21	ENST00000273027	7	5	100	0	0	0	0	5	14	-11.12	5.369e+09
ENSMUST00000106068	11	ENST00000373443	11	7	77.78	1	11.11	1	11.11	9	0	22.66	1.15e-05
ENSMUST00000106068	11	ENST00000294517	12	6	66.67	2	22.22	1	11.11	9	1	19.26	0.0003452
ENSMUST00000106068	11	ENST00000373441	9	5	71.43	1	14.29	1	14.29	7	2	11.74	0.6357
ENSMUST00000106068	11	ENST00000373440	5	2	66.67	1	33.33	0	0	3	6	-4.496	7.15e+06
ENSMUST00000119354	9	ENST00000373443	11	5	71.43	2	28.57	0	0	7	2	14.05	0.06289
ENSMUST00000119354	9	ENST00000294517	12	6	85.71	1	14.29	0	0	7	3	13.68	0.09084
ENSMUST00000119354	9	ENST00000373441	9	4	57.14	1	14.29	2	28.57	7	0	11.88	0.5538
ENSMUST00000119354	9	ENST00000373440	5	1	33.33	2	66.67	0	0	3	4	-1.408	3.259e+05
ENSMUST00000030581	11	ENST00000373443	11	6	66.67	2	22.22	1	11.11	9	0	21.03	5.885e-05
ENSMUST00000030581	11	ENST00000294517	12	7	77.78	1	11.11	1	11.11	9	1	20.89	6.748e-05
ENSMUST00000030581	11	ENST00000373441	9	5	71.43	1	14.29	1	14.29	7	2	11.74	0.6357
ENSMUST00000030581	11	ENST00000373440	5	2	66.67	1	33.33	0	0	3	6	-4.496	7.15e+06
ENSMUST00000147731	6	ENST00000373441	9	2	50	2	50	0	0	4	3	5.654	279.3
ENSMUST00000147731	6	ENST00000373440	5	0	0	2	66.67	1	33.33	3	1	2.831	4699
ENSMUST00000147731	6	ENST00000373443	11	2	50	2	50	0	0	4	5	1.654	1.525e+04
ENSMUST00000147731	6	ENST00000294517	12	2	50	2	50	0	0	4	6	-0.3461	1.127e+05
ENSMUST00000174848	5	ENST00000273037	7	3	60	0	0	2	40	5	2	4.875	608.6
ENSMUST00000174848	5	ENST00000444133	7	3	60	0	0	2	40	5	2	4.373	1006
ENSMUST00000174848	5	ENST00000455809	8	3	60	0	0	2	40	5	3	3.285	2985
ENSMUST00000174848	5	ENST00000630288	2	0	0	0	0	2	100	2	3	-6.281	4.258e+07
ENSMUST00000032461	8	ENST00000455809	8	6	75	1	12.5	1	12.5	8	0	21.38	4.147e-05
ENSMUST00000032461	8	ENST00000273037	7	5	71.43	1	14.29	1	14.29	7	1	15.67	0.01253
ENSMUST00000032461	8	ENST00000444133	7	5	71.43	0	0	2	28.57	7	1	12.69	0.2458
ENSMUST00000032461	8	ENST00000630288	2	0	0	1	50	1	50	2	6	-12.46	2.055e+10
ENSMUST00000031531	3	ENST00000404674	3	1	33.33	0	0	2	66.67	3	0	3.445	2544
ENSMUST00000031531	3	ENST00000252329	3	1	33.33	0	0	2	66.67	3	0	1.935	1.151e+04
ENSMUST00000031531	3	ENST00000288607	2	0	0	0	0	2	100	2	1	-2.352	8.38e+05
ENSMUST00000182602	3	ENST00000404674	3	1	33.33	1	33.33	1	33.33	3	0	5.81	239
ENSMUST00000182602	3	ENST00000252329	3	1	33.33	0	0	2	66.67	3	0	1.931	1.156e+04
ENSMUST00000182602	3	ENST00000288607	2	0	0	0	0	2	100	2	1	-2.657	1.137e+06
ENSMUST00000000574	2	ENST00000241356	2	0	0	0	0	2	100	2	0	-1.624	4.043e+05
ENSMUST00000000574	2	ENST00000632535	2	0	0	0	0	2	100	2	0	-2.81	1.324e+06
ENSMUST00000164730	2	ENST00000241356	2	0	0	0	0	2	100	2	0	-2.343	8.3e+05
ENSMUST00000164730	2	ENST00000632535	2	0	0	0	0	2	100	2	0	-2.754	1.252e+06
ENSMUST00000114236	8	ENST00000057513	11	4	66.67	1	16.67	1	16.67	6	3	6.804	88.44
ENSMUST00000114236	8	ENST00000509841	13	3	50	2	33.33	1	16.67	6	5	0.2453	6.237e+04
ENSMUST00000114236	8	ENST00000507879	13	3	50	2	33.33	1	16.67	6	5	0.2453	6.237e+04
ENSMUST00000114236	8	ENST00000515036	3	1	100	0	0	0	0	1	5	-6.955	8.355e+07
ENSMUST00000107861	5	ENST00000575181	9	2	40	1	20	2	40	5	4	3.68	2010
ENSMUST00000107861	5	ENST00000442502	10	3	60	0	0	2	40	5	5	-1.867	5.154e+05
ENSMUST00000107861	5	ENST00000285273	10	3	60	0	0	2	40	5	5	-1.979	5.77e+05
ENSMUST00000107861	5	ENST00000575097	2	0	0	0	0	2	100	2	3	-6.287	4.286e+07
ENSMUST00000107861	5	ENST00000570565	9	2	50	0	0	2	50	4	6	-6.917	8.044e+07
ENSMUST00000092780	2	ENST00000575097	2	0	0	0	0	2	100	2	0	-2.835	1.357e+06
ENSMUST00000092780	2	ENST00000451037	9	0	0	1	50	1	50	2	7	-12.71	2.629e+10
ENSMUST00000092780	2	ENST00000575181	9	0	0	0	0	2	100	2	7	-13.5	5.789e+10
ENSMUST00000092780	2	ENST00000570565	9	0	0	0	0	2	100	2	7	-15.16	3.065e+11
ENSMUST00000092780	2	ENST00000285273	10	0	0	0	0	2	100	2	8	-16.51	1.182e+12
ENSMUST00000042943	10	ENST00000575181	9	6	66.67	1	11.11	2	22.22	9	1	29.4	1.357e-08
ENSMUST00000042943	10	ENST00000442502	10	7	70	1	10	2	20	10	0	20.08	0.0001523
ENSMUST00000042943	10	ENST00000285273	10	7	70	1	10	2	20	10	0	19.96	0.0001711
ENSMUST00000042943	10	ENST00000570565	9	7	77.78	0	0	2	22.22	9	1	16.66	0.004646
ENSMUST00000042943	10	ENST00000451037	9	7	77.78	0	0	2	22.22	9	1	16.62	0.004828
ENSMUST00000107858	10	ENST00000575181	9	4	44.44	2	22.22	3	33.33	9	1	22.34	1.584e-05
ENSMUST00000107858	10	ENST00000285273	10	6	60	1	10	3	30	10	0	15.81	0.0108
ENSMUST00000107858	10	ENST00000442502	10	6	60	1	10	3	30	10	0	15.68	0.01238
ENSMUST00000107858	10	ENST00000570565	9	5	55.56	1	11.11	3	33.33	9	1	10.63	1.933
ENSMUST00000107858	10	ENST00000451037	9	5	55.56	1	11.11	3	33.33	9	1	10.6	1.977
ENSMUST00000107859	5	ENST00000575181	9	2	40	1	20	2	40	5	4	3.194	3268
ENSMUST00000107859	5	ENST00000285273	10	2	40	1	20	2	40	5	5	-3.581	2.863e+06
ENSMUST00000107859	5	ENST00000442502	10	2	40	1	20	2	40	5	5	-3.624	2.989e+06
ENSMUST00000107859	5	ENST00000575097	2	0	0	0	0	2	100	2	3	-6.287	4.286e+07
ENSMUST00000107859	5	ENST00000570565	9	2	50	0	0	2	50	4	6	-7.042	9.117e+07
ENSMUST00000107863	9	ENST00000575181	9	6	75	0	0	2	25	8	2	26.5	2.478e-07
ENSMUST00000107863	9	ENST00000451037	9	7	77.78	1	11.11	1	11.11	9	0	21.04	5.804e-05
ENSMUST00000107863	9	ENST00000570565	9	7	77.78	0	0	2	22.22	9	0	18.6	0.0006684
ENSMUST00000107863	9	ENST00000442502	10	7	77.78	0	0	2	22.22	9	1	16.63	0.004776
ENSMUST00000107863	9	ENST00000285273	10	7	77.78	0	0	2	22.22	9	1	16.51	0.005361
ENSMUST00000105680	17	ENST00000377464	17	14	93.33	0	0	1	6.667	15	0	42.42	3.022e-14
ENSMUST00000105680	17	ENST00000400908	23	14	93.33	0	0	1	6.667	15	6	24.42	1.984e-06
ENSMUST00000105680	17	ENST00000476556	13	10	90.91	0	0	1	9.091	11	4	22.24	1.757e-05
ENSMUST00000105680	17	ENST00000337907	24	14	93.33	0	0	1	6.667	15	7	21.42	3.985e-05
ENSMUST00000105680	17	ENST00000400907	15	1	7.692	3	23.08	9	69.23	13	2	-4.193	5.277e+06
ENSMUST00000105682	23	ENST00000400908	23	20	95.24	0	0	1	4.762	21	0	60.69	3.506e-22
ENSMUST00000105682	23	ENST00000337907	24	20	95.24	0	0	1	4.762	21	1	57.69	7.043e-21
ENSMUST00000105682	23	ENST00000377464	17	14	93.33	0	0	1	6.667	15	6	24.42	1.984e-06
ENSMUST00000105682	23	ENST00000400907	15	13	100	0	0	0	0	13	8	15.59	0.01353
ENSMUST00000105682	23	ENST00000476556	13	10	90.91	0	0	1	9.091	11	10	10.24	2.86
ENSMUST00000131600	4	ENST00000514428	3	2	66.67	1	33.33	0	0	3	1	8.548	15.46
ENSMUST00000131600	4	ENST00000464972	7	0	0	4	100	0	0	4	3	1.161	2.496e+04
ENSMUST00000131600	4	ENST00000488215	5	0	0	1	25	3	75	4	1	-1.841	5.023e+05
ENSMUST00000131600	4	ENST00000505225	5	0	0	1	25	3	75	4	1	-1.854	5.089e+05
ENSMUST00000131600	4	ENST00000468247	2	0	0	0	0	2	100	2	2	-4.271	5.708e+06
ENSMUST00000136646	4	ENST00000468247	2	0	0	0	0	2	100	2	2	-4.672	8.52e+06
ENSMUST00000136646	4	ENST00000505225	5	1	33.33	0	0	2	66.67	3	3	-5.025	1.213e+07
ENSMUST00000136646	4	ENST00000514428	3	0	0	0	0	3	100	3	1	-5.15	1.374e+07
ENSMUST00000136646	4	ENST00000488215	5	0	0	0	0	4	100	4	1	-5.738	2.474e+07
ENSMUST00000136646	4	ENST00000464972	7	0	0	0	0	4	100	4	3	-8.219	2.96e+08
ENSMUST00000020238	18	ENST00000299767	18	16	100	0	0	0	0	16	0	48.73	5.501e-17
ENSMUST00000020238	18	ENST00000614327	9	5	71.43	2	28.57	0	0	7	9	-0.06964	8.547e+04
ENSMUST00000020238	18	ENST00000550595	5	3	100	0	0	0	0	3	13	-16.86	1.681e+12
ENSMUST00000020238	18	ENST00000549334	4	2	100	0	0	0	0	2	14	-21.91	2.61e+14
ENSMUST00000129413	8	ENST00000614327 5(111)+6(78)+7(56)	7	1	20	0	0	4	80	5	1	1.551	1.69e+04
ENSMUST00000129413	8	ENST00000299767	18	6	100	0	0	0	0	6	10	-1.728	4.488e+05
ENSMUST00000129413	8	ENST00000550595	5	0	0	1	33.33	2	66.67	3	3	-2.639	1.116e+06
ENSMUST00000129413	8	ENST00000549334	4	0	0	1	50	1	50	2	4	-7.216	1.084e+08
ENSMUST00000156979	8	ENST00000552624	6	3	75	1	25	0	0	4	2	11.8	0.5959
ENSMUST00000156979	8	ENST00000261205	11	3	50	2	33.33	1	16.67	6	3	11.59	0.7411
ENSMUST00000156979	8	ENST00000393240	12	3	50	3	50	0	0	6	4	10.44	2.329
ENSMUST00000156979	8	ENST00000552744	10	3	60	2	40	0	0	5	4	10.03	3.514
ENSMUST00000156979	8	ENST00000446242	6	2	50	2	50	0	0	4	2	9.329	7.082
ENSMUST00000064054	11	ENST00000261205	11	7	77.78	1	11.11	1	11.11	9	0	22.29	1.67e-05
ENSMUST00000064054	11	ENST00000393240	12	7	77.78	2	22.22	0	0	9	1	21.14	5.249e-05
ENSMUST00000064054	11	ENST00000552744	10	7	87.5	1	12.5	0	0	8	1	20.73	7.916e-05
ENSMUST00000064054	11	ENST00000457153	10	5	62.5	2	25	1	12.5	8	1	14.77	0.03082
ENSMUST00000064054	11	ENST00000446242	6	3	75	1	25	0	0	4	5	0.5489	4.604e+04
ENSMUST00000105276	12	ENST00000393240	12	7	70	1	10	2	20	10	0	21.84	2.603e-05
ENSMUST00000105276	12	ENST00000261205	11	7	77.78	1	11.11	1	11.11	9	1	20.29	0.0001234
ENSMUST00000105276	12	ENST00000552744	10	7	87.5	1	12.5	0	0	8	2	18.73	0.0005849
ENSMUST00000105276	12	ENST00000457153	10	5	62.5	2	25	1	12.5	8	2	12.77	0.2277
ENSMUST00000105276	12	ENST00000446242	6	3	75	1	25	0	0	4	6	-1.451	3.402e+05
ENSMUST00000069837	36	ENST00000519560	36	34	100	0	0	0	0	34	0	103.5	8.595e-41
ENSMUST00000069837	36	ENST00000332966	36	33	97.06	0	0	1	2.941	34	0	100.4	2.019e-39
ENSMUST00000069837	36	ENST00000404867	32	29	96.67	0	0	1	3.333	30	4	75.8	9.57e-29
ENSMUST00000026126	23	ENST00000534064	23	20	95.24	1	4.762	0	0	21	0	62.32	6.864e-23
ENSMUST00000026126	23	ENST00000529807	12	9	90	1	10	0	0	10	11	6.821	86.95
ENSMUST00000026126	23	ENST00000535943	9	7	100	0	0	0	0	7	14	-6.683	6.365e+07
ENSMUST00000026126 7(120)+8(71)	22	ENST00000527522	3	1	100	0	0	0	0	1	19	-34.95	1.208e+20
ENSMUST00000028663	12	ENST00000621158	12	9	90	1	10	0	0	10	0	28.82	2.426e-08
ENSMUST00000028663	12	ENST00000530518	5	3	100	0	0	0	0	3	7	-4.864	1.033e+07
ENSMUST00000028663	12	ENST00000534787	3	1	100	0	0	0	0	1	9	-14.95	2.49e+11
ENSMUST00000155056	2	ENST00000527066	4	0	0	1	50	1	50	2	2	0.3593	5.565e+04
ENSMUST00000155056	2	ENST00000531028	3	0	0	0	0	2	100	2	1	-1.941	5.555e+05
ENSMUST00000155056	2	ENST00000278559	13	0	0	1	50	1	50	2	11	-17.14	2.213e+12
ENSMUST00000155056	2	ENST00000529629	14	0	0	1	50	1	50	2	12	-19.14	1.635e+13
ENSMUST00000155056	2	ENST00000456580	14	0	0	1	50	1	50	2	12	-20.07	4.159e+13
ENSMUST00000040971	13	ENST00000278559	13	10	90.91	1	9.091	0	0	11	0	31.49	1.685e-09
ENSMUST00000040971	13	ENST00000456580	14	10	90.91	1	9.091	0	0	11	1	29.49	1.245e-08
ENSMUST00000040971	13	ENST00000529629	14	10	90.91	1	9.091	0	0	11	1	29.49	1.245e-08
ENSMUST00000040971	13	ENST00000615896	15	9	81.82	1	9.091	1	9.091	11	2	23.28	6.193e-06
ENSMUST00000040971	13	ENST00000527066	4	0	0	1	50	1	50	2	9	-16.43	1.086e+12
ENSMUST00000129430	2	ENST00000531028	3	0	0	0	0	2	100	2	1	-2.317	8.085e+05
ENSMUST00000129430	2	ENST00000527066	4	0	0	0	0	2	100	2	2	-2.977	1.564e+06
ENSMUST00000129430	2	ENST00000278559	13	0	0	1	50	1	50	2	11	-19.82	3.218e+13
ENSMUST00000129430	2	ENST00000529629	14	0	0	1	50	1	50	2	12	-21.82	2.378e+14
ENSMUST00000129430	2	ENST00000615896	15	1	50	0	0	1	50	2	13	-22.21	3.515e+14
ENSMUST00000107112	13	ENST00000278559	13	10	90.91	1	9.091	0	0	11	0	31.49	1.685e-09
ENSMUST00000107112	13	ENST00000456580	14	10	90.91	1	9.091	0	0	11	1	29.49	1.245e-08
ENSMUST00000107112	13	ENST00000529629	14	10	90.91	1	9.091	0	0	11	1	29.49	1.245e-08
ENSMUST00000107112	13	ENST00000615896	15	9	81.82	1	9.091	1	9.091	11	2	23.28	6.193e-06
ENSMUST00000107112	13	ENST00000527066	4	0	0	1	50	1	50	2	9	-16.43	1.086e+12
ENSMUST00000138403	3	ENST00000431011	2	0	0	0	0	2	100	2	1	-3.76	3.425e+06
ENSMUST00000170676 1(49)+2(434)	1	ENST00000431011	2	1	100	0	0	0	0	1	1	1.045	2.803e+04
ENSMUST00000058682	24	ENST00000274979	25	20	90.91	1	4.545	1	4.545	22	1	60.35	4.921e-22
ENSMUST00000058682	24	ENST00000402430	22	18	90	1	5	1	5	20	2	51.49	3.467e-18
ENSMUST00000058682	24	ENST00000402530	4	2	100	0	0	0	0	2	20	-31.97	6.082e+18
ENSMUST00000058682	24	ENST00000451047	4	2	100	0	0	0	0	2	20	-33.91	4.248e+19
ENSMUST00000186641	24	ENST00000274979	25	20	90.91	1	4.545	1	4.545	22	1	60.35	4.921e-22
ENSMUST00000186641	24	ENST00000402430	22	18	90	1	5	1	5	20	2	51.49	3.467e-18
ENSMUST00000186641	24	ENST00000402530	4	2	100	0	0	0	0	2	20	-31.97	6.082e+18
ENSMUST00000186641	24	ENST00000451047	4	2	100	0	0	0	0	2	20	-33.91	4.248e+19
ENSMUST00000190340	3	ENST00000451047	4	1	100	0	0	0	0	1	1	1.045	2.803e+04
ENSMUST00000190340	3	ENST00000402530	4	0	0	0	0	1	100	1	1	-2.218	7.324e+05
ENSMUST00000190340	3	ENST00000402430	22	1	100	0	0	0	0	1	19	-34.95	1.208e+20
ENSMUST00000190340	3	ENST00000274979	25	1	100	0	0	0	0	1	22	-40.95	4.875e+22
ENSMUST00000176034	3	ENST00000563091	4	0	0	1	100	0	0	1	1	1.43	1.909e+04
ENSMUST00000176034	3	ENST00000219746	7	0	0	1	100	0	0	1	4	-6.587	5.784e+07
ENSMUST00000176034	3	ENST00000407228	8	1	100	0	0	0	0	1	5	-6.955	8.355e+07
ENSMUST00000176616	6	ENST00000219746	7	2	50	2	50	0	0	4	1	6.917	79.02
ENSMUST00000176616	6	ENST00000407228	8	3	75	1	25	0	0	4	2	6.549	114.1
ENSMUST00000176616	6	ENST00000563091	4	0	0	1	50	1	50	2	2	-0.8818	1.925e+05
ENSMUST00000109621	7	ENST00000219746	7	4	80	1	20	0	0	5	0	13.59	0.09946
ENSMUST00000109621	7	ENST00000407228	8	3	60	2	40	0	0	5	1	9.962	3.76
ENSMUST00000109621	7	ENST00000563091	4	1	50	1	50	0	0	2	3	-1.542	3.725e+05
ENSMUST00000024766	7	ENST00000244496	7	4	80	1	20	0	0	5	0	13.07	0.1678
ENSMUST00000105483	8	ENST00000358361	7	5	100	0	0	0	0	5	1	13.23	0.1436
ENSMUST00000105483	8	ENST00000421544	16	5	100	0	0	0	0	5	10	-4.773	9.432e+06
ENSMUST00000105483	8	ENST00000369138	17	5	100	0	0	0	0	5	11	-6.773	6.969e+07
ENSMUST00000105483	8	ENST00000413795	17	5	100	0	0	0	0	5	11	-6.773	6.969e+07
ENSMUST00000105483	8	ENST00000455610	6	0	0	0	0	4	100	4	2	-7.339	1.227e+08
ENSMUST00000105487	17	ENST00000421544	16	14	100	0	0	0	0	14	1	39.63	4.881e-13
ENSMUST00000105487	17	ENST00000369138	17	14	100	0	0	0	0	14	2	36.63	9.803e-12
ENSMUST00000105487	17	ENST00000413795	17	14	100	0	0	0	0	14	2	36.63	9.803e-12
ENSMUST00000105487	17	ENST00000369134	15	13	100	0	0	0	0	13	2	33.59	2.06e-10
ENSMUST00000105487	17	ENST00000369137	16	13	100	0	0	0	0	13	3	30.59	4.138e-09
ENSMUST00000105486	17	ENST00000369138	17	14	93.33	1	6.667	0	0	15	0	45.06	2.147e-15
ENSMUST00000105486	17	ENST00000413795	17	14	93.33	0	0	1	6.667	15	0	43.49	1.037e-14
ENSMUST00000105486	17	ENST00000421544	16	14	100	0	0	0	0	14	1	39.63	4.881e-13
ENSMUST00000105486	17	ENST00000318991	16	13	92.86	1	7.143	0	0	14	1	37.36	4.747e-12
ENSMUST00000105486	17	ENST00000369137	16	13	92.86	0	0	1	7.143	14	1	35.79	2.291e-11
ENSMUST00000105485	17	ENST00000413795	17	15	100	0	0	0	0	15	0	47.34	2.208e-16
ENSMUST00000105485	17	ENST00000369138	17	14	93.33	0	0	1	6.667	15	0	43.59	9.356e-15
ENSMUST00000105485	17	ENST00000369137	16	14	100	0	0	0	0	14	1	39.63	4.881e-13
ENSMUST00000105485	17	ENST00000421544	16	14	100	0	0	0	0	14	1	39.63	4.881e-13
ENSMUST00000105485	17	ENST00000318991	16	13	92.86	0	0	1	7.143	14	1	35.89	2.068e-11
ENSMUST00000105484	16	ENST00000421544	16	14	100	0	0	0	0	14	0	42.63	2.43e-14
ENSMUST00000105484	16	ENST00000369138	17	14	100	0	0	0	0	14	1	39.63	4.881e-13
ENSMUST00000105484	16	ENST00000413795	17	14	100	0	0	0	0	14	1	39.63	4.881e-13
ENSMUST00000105484	16	ENST00000369134	15	13	100	0	0	0	0	13	1	36.59	1.026e-11
ENSMUST00000105484	16	ENST00000369137	16	13	100	0	0	0	0	13	2	33.59	2.06e-10
ENSMUST00000079751	16	ENST00000421544	16	14	100	0	0	0	0	14	0	42.63	2.43e-14
ENSMUST00000079751	16	ENST00000369138	17	14	100	0	0	0	0	14	1	39.63	4.881e-13
ENSMUST00000079751	16	ENST00000413795	17	14	100	0	0	0	0	14	1	39.63	4.881e-13
ENSMUST00000079751	16	ENST00000369134	15	13	100	0	0	0	0	13	1	36.59	1.026e-11
ENSMUST00000079751	16	ENST00000369137	16	13	100	0	0	0	0	13	2	33.59	2.06e-10
ENSMUST00000133206	4	ENST00000529066	5	1	50	0	0	1	50	2	1	-0.2644	1.038e+05
ENSMUST00000133206	4	ENST00000629634	5	1	50	0	0	1	50	2	1	-0.2712	1.045e+05
ENSMUST00000133206	4	ENST00000530360	5	1	50	0	0	1	50	2	1	-0.2712	1.045e+05
ENSMUST00000133206	4	ENST00000625752	6	1	50	0	0	1	50	2	2	-2.264	7.673e+05
ENSMUST00000133206	4	ENST00000526152	6	1	50	0	0	1	50	2	2	-2.264	7.673e+05
ENSMUST00000138865	8	ENST00000625419	8	5	83.33	1	16.67	0	0	6	0	27.32	1.091e-07
ENSMUST00000138865	8	ENST00000531437	8	4	66.67	2	33.33	0	0	6	0	25.24	8.677e-07
ENSMUST00000138865	8	ENST00000627843	7	5	100	0	0	0	0	5	1	22.73	1.071e-05
ENSMUST00000138865	8	ENST00000528606	7	4	80	1	20	0	0	5	1	20.25	0.0001273
ENSMUST00000138865	8	ENST00000532484	7	4	80	1	20	0	0	5	1	20.25	0.0001273
ENSMUST00000133021	3	ENST00000529066	5	0	0	1	100	0	0	1	2	-0.7807	1.74e+05
ENSMUST00000133021	3	ENST00000629634	5	0	0	1	100	0	0	1	2	-1.413	3.276e+05
ENSMUST00000133021	3	ENST00000530360	5	0	0	1	100	0	0	1	2	-1.413	3.276e+05
ENSMUST00000133021	3	ENST00000625752	6	0	0	1	100	0	0	1	3	-2.781	1.286e+06
ENSMUST00000133021	3	ENST00000526152	6	0	0	1	100	0	0	1	3	-2.781	1.286e+06
ENSMUST00000019226	10	ENST00000320230	10	7	87.5	1	12.5	0	0	8	0	21.89	2.489e-05
ENSMUST00000019226	10	ENST00000531214	10	7	87.5	1	12.5	0	0	8	0	21.89	2.489e-05
ENSMUST00000019226	10	ENST00000628067	10	7	87.5	1	12.5	0	0	8	0	21.89	2.489e-05
ENSMUST00000019226	10	ENST00000481290	9	6	85.71	0	0	1	14.29	7	1	15.23	0.01928
ENSMUST00000019226	10	ENST00000625419	8	5	83.33	1	16.67	0	0	6	2	11.8	0.6002
ENSMUST00000106007	10	ENST00000320230	10	7	87.5	1	12.5	0	0	8	0	21.89	2.489e-05
ENSMUST00000106007	10	ENST00000531214	10	7	87.5	1	12.5	0	0	8	0	21.89	2.489e-05
ENSMUST00000106007	10	ENST00000628067	10	7	87.5	1	12.5	0	0	8	0	21.89	2.489e-05
ENSMUST00000106007	10	ENST00000481290	9	6	85.71	0	0	1	14.29	7	1	15.23	0.01928
ENSMUST00000106007	10	ENST00000625419	8	5	83.33	1	16.67	0	0	6	2	11.8	0.6002
