Gene_Pair_id	Gene1_id	Gene1_name	Gene1_chromosome	Gene1_strand	Gene1_chr_start	Gene1_chr_end	Gene2_id	Gene2_name	Gene2_chromosome	Gene2_strand	Gene2_chr_start	Gene2_chr_end
12122	GOODH_0170534	CYGB	chr17	-	72035035	72045377	GOODM_0110704	Cygb	chr11	-	116506909	116515627
12123	GOODH_0170550	HRNBP3	chr17	-	74597022	74990158	GOODM_0110718	D11Bwg0517e	chr11	-	118351074	118770886
12124	GOODH_0190345	RASGRP4	chr19	-	43591538	43608785	GOODM_1070234	Rasgrp4	chr7	+	29920006	29938970
12125	GOODH_1030194	NISCH	chr3	+	52464564	52502128	GOODM_0140067	Nisch	chr14	-	31984114	32020012
12126	GOODH_1030385	AGTR1	chr3	+	149898348	149943480	GOODM_1130114	Agtr1a	chr13	+	30428225	30474736
12127	GOODH_0170341	ETV4	chr17	-	38960738	38979288	GOODM_0110584	Etv4	chr11	-	101631056	101646624
12128	GOODH_1030027	C3orf10	chr3	+	10132333	10143873	GOODM_1060346	6720456B07Rik	chr6	+	113554766	113566945
12129	GOODH_1030180	RAD54L2	chr3	+	51550636	51672652	GOODM_0090410	Rad54l2	chr9	-	106590411	106691544
12130	GOODH_1030188	ACY1	chr3	+	51992603	51998257	GOODM_0090404	Acy1	chr9	-	106335327	106340567
12131	GOODH_1020132	PAPOLG	chr2	+	60836887	60879600	GOODM_0110073	Papolg	chr11	-	23762665	23795253
12132	GOODH_1020174	ALMS1	chr2	+	73466394	73690554	GOODM_1060260	Alms1	chr6	+	85537525	85652745
12133	GOODH_1020435	INPP1	chr2	+	190916680	190944552	GOODM_0010093	Inpp1	chr1	-	52846266	52874381
12134	GOODH_1010558	ECM1	chr1	+	148747207	148752660	GOODM_0030246	Ecm1	chr3	-	95538072	95543485
12135	GOODH_1010609	RPS27	chr1	+	152229853	152231247	GOODM_0030192	Rps27	chr3	-	90016593	90017569
12136	GOODH_1020025	GREB1	chr2	+	11591693	11700363	GOODM_0120022	Greb1	chr12	-	16677421	16807692
12137	GOODH_1070335	STRA8	chr7	+	134567271	134593782	GOODM_1060074	Stra8	chr6	+	34870960	34889342
12138	GOODH_1070390	ZNF398	chr7	+	148454441	148511049	GOODM_1060137	Zfp398	chr6	+	47785694	47818256
12139	GOODH_1010313	C1orf190	chr1	+	46441593	46516732	GOODM_0040287	Rad54l	chr4	-	115769601	115796264
12140	GOODH_1050082	RNF180	chr5	+	63497427	63704452	GOODM_0130357	Rnf180	chr13	-	105937574	106083094
12141	GOODH_1050104	SERF1A	chr5	+	70232270	70250112	GOODM_1130294	Serf1	chr13	+	100877974	100884188
12142	GOODH_1070219	ZNF655	chr7	+	98993981	99012013	GOODM_1050525	Zfp655	chr5	+	145992584	146008175
12143	GOODH_1110342	SLC22A20	chr11	+	64737885	64766133	GOODM_0190061	Slc22a20	chr19	-	5970234	5986143
12144	GOODH_1040021	ADD1	chr4	+	2815382	2901585	GOODM_1050111	Add1	chr5	+	34916363	34974954
12145	GOODH_1040026	HGFAC	chr4	+	3413524	3421009	GOODM_1050116	Hgfac	chr5	+	35384245	35391058
12146	GOODH_1100176	BMPR1A	chr10	+	88506376	88674924	GOODM_0140084	Bmpr1a	chr14	-	35224254	35315732
12147	GOODH_1100191	IFIT2	chr10	+	91051686	91059013	GOODM_1190208	Ifit2	chr19	+	34625184	34651024
12148	GOODH_1110208	OR4S2	chr11	+	55174956	55175891	GOODM_1020364	Olfr1193	chr2	+	88518014	88518970
12149	GOODH_1090316	FAM69B	chr9	+	138726851	138738308	GOODM_1020091	B230317C12Rik	chr2	+	26483977	26492017
12150	GOODH_10X0045	CNKSR2	chrX	+	21302901	21580700	GOODM_00X0349	Cnksr2	chrX	-	154259505	154481042
12151	GOODH_10X0266	TBC1D8B	chrX	+	105932575	106006031	GOODM_10X0324	Tbc1d8b	chrX	+	136219535	136288757
12152	GOODH_1140223	KCNK13	chr14	+	89597861	89721948	GOODM_1120206	Kcnk13	chr12	+	101204118	101300886
12153	GOODH_1150194	IDH3A	chr15	+	76228774	76249938	GOODM_1090257	Idh3a	chr9	+	54434318	54452469
12154	GOODH_1160142	OTOA	chr16	+	21597336	21679550	GOODM_1070666	Otoa	chr7	+	128226952	128306603
12155	GOODH_1190095	VAV1	chr19	+	6723722	6808371	GOODM_1170404	Vav1	chr17	+	57418538	57467376
12156	GOODH_1200127	SPAG4	chr20	+	33667223	33672379	GOODM_1020680	Spag4	chr2	+	155890949	155895235
12157	GOODH_1200145	BPI	chr20	+	36365966	36399319	GOODM_1020696	Bpi	chr2	+	158083977	158110267
12158	GOODH_1170376	ACE	chr17	+	58908166	58928711	GOODM_1110621	Ace	chr11	+	105829261	105851259
12159	GOODH_1190007	HCN2	chr19	+	540893	568159	GOODM_1100212	Hcn2	chr10	+	79179379	79198853
12160	GOODH_1190039	CSNK1G2	chr19	+	1892161	1932336	GOODM_1100244	Csnk1g2	chr10	+	80085583	80103486
12161	GOODH_1160291	CES2	chr16	+	65525848	65536493	GOODM_1080346	Ces5	chr8	+	107450170	107458567
12162	GOODH_10X0297	RHOXF2B	chrX	+	119176495	119181973	GOODM_10X0097	Rhox4c	chrX	+	34894844	34899631
12163	GOODH_1170291	IMP5	chr17	+	41278053	41280106	GOODM_1110612	4933407P14Rik	chr11	+	104047641	104052480
12164	GOODH_0050365	OR2Y1	chr5	-	180098729	180099664	GOODM_1110117	Olfr1393	chr11	+	49093652	49094587
12165	GOODH_0060470	LPAL2	chr6	-	160807577	160852146	GOODM_1170029	Plg	chr17	+	12571474	12612251
12166	GOODH_1160114	MKL2	chr16	+	14072697	14268130	GOODM_1160029	Gt4-1	chr16	+	13265172	13333015
12167	GOODH_0030288	LRRC58	chr3	-	121526266	121550876	GOODM_1160163	Lrrc58	chr16	+	37868486	37888943
12168	GOODH_0010228	RSPO1	chr1	-	37849538	37873078	GOODM_1040352	Rspo1	chr4	+	124663674	124686343
12169	GOODH_0020090	CEBPZ	chr2	-	37282285	37312244	GOODM_0170426	Cebpz	chr17	-	79318343	79336410
12170	GOODH_0020304	SMPD4	chr2	-	130625450	130656164	GOODM_1160057	Smpd4	chr16	+	17619447	17643476
12171	GOODH_0070363	FAM131B	chr7	-	142760615	142769962	GOODM_0060101	6330503C03Rik	chr6	-	42265311	42274639
12172	GOODH_0070383	KCNH2	chr7	-	150272982	150305947	GOODM_0050037	Kcnh2	chr5	-	23825407	23857422
12173	GOODH_0010220	LSM10	chr1	-	36631618	36636080	GOODM_1040360	Lsm10	chr4	+	125773996	125775824
12174	GOODH_0050302	CLINT1	chr5	-	157145875	157218746	GOODM_1110100	Clint1	chr11	+	45665466	45724127
12175	GOODH_0060444	NUP43	chr6	-	150087152	150109381	GOODM_1100011	Nup43	chr10	+	7387302	7398684
12176	GOODH_0070086	C7orf24	chr7	-	30502764	30510977	GOODM_0060146	A030007L17Rik	chr6	-	54935089	54942861
12177	GOODH_0110044	OR52R1	chr11	-	4781240	4782423	GOODM_0070558	Olfr569	chr7	-	110035721	110036665
12178	GOODH_0110350	PPP1CA	chr11	-	66922228	66925952	GOODM_1190019	Ppp1ca	chr19	+	4192174	4195419
12179	GOODH_0110400	ARRB1	chr11	-	74654130	74740521	GOODM_1070486	Arrb1	chr7	+	106683996	106755281
12180	GOODH_00X0158	LOC158830	chrX	-	70240564	70243145	GOODM_00X0228	Gm614	chrX	-	98456716	98459331
12181	GOODH_0100027	C10orf49	chr10	-	13303777	13316334	GOODM_1020011	1110017I16Rik	chr2	+	4897168	4906791
12182	GOODH_0100106	ERCC6	chr10	-	50336715	50417078	GOODM_1140084	Ercc6	chr14	+	33326707	33394175
12183	GOODH_0120292	AVIL	chr12	-	56477710	56496119	GOODM_1100362	Avil	chr10	+	126437765	126458050
12184	GOODH_0160263	RANBP10	chr16	-	66314507	66398056	GOODM_0080318	Ranbp10	chr8	-	108292208	108351250
12185	GOODH_0080128	ATP6V1H	chr8	-	54790669	54918403	GOODM_1010003	Atp6v1h	chr1	+	5073254	5152630
12186	GOODH_0220141	PDGFB	chr22	-	37949665	37970936	GOODM_0150196	Pdgfb	chr15	-	79826306	79845238
12187	GOODH_0110569	KIRREL3	chr11	-	125799613	126375701	GOODM_1090110	Kirrel3	chr9	+	34296316	34843889
12188	GOODH_0120019	TNFRSF1A	chr12	-	6308185	6321522	GOODM_1060428	Tnfrsf1a	chr6	+	125299741	125312501
12189	GOODH_0200018	PDYN	chr20	-	1907403	1922702	GOODM_0020598	Pdyn	chr2	-	129513737	129515604
12190	GOODH_0220097	C22orf28	chr22	-	31113569	31138233	GOODM_0100261	D10Wsu52e	chr10	-	85401382	85420538
12191	GOODH_0220123	LGALS2	chr22	-	36296200	36305970	GOODM_0150180	Lgals2	chr15	-	78681292	78685959
12192	GOODH_0190250	RAB3A	chr19	-	18168611	18175839	GOODM_1080206	Rab3a	chr8	+	73279409	73282506
12193	GOODH_0190425	KCNN4	chr19	-	48962527	48977249	GOODM_1070160	Kcnn4	chr7	+	25155282	25170228
12194	GOODH_0190502	LHB	chr19	-	54211050	54212159	GOODM_1070349	Lhb	chr7	+	52676316	52677224
12195	GOODH_0170321	ZNF385C	chr17	-	37431120	37434233	GOODM_0110563	Zfp385c	chr11	-	100488860	100512007
12196	GOODH_0170545	PSCD1	chr17	-	74181726	74289971	GOODM_0110714	Pscd1	chr11	-	118025480	118109906
12197	GOODH_0190155	SPC24	chr19	-	11118831	11127484	GOODM_0090065	Spc24	chr9	-	21559886	21564730
12198	GOODH_1030031	SLC6A11	chr3	+	10832917	10955144	GOODM_1060350	Slc6a11	chr6	+	114081235	114199880
12199	GOODH_1030196	GNL3	chr3	+	52694976	52703548	GOODM_0140065	Gnl3	chr14	-	31825619	31832275
12200	GOODH_1030219	SLC25A26	chr3	+	66376317	66512038	GOODM_1060313	Slc25a26	chr6	+	94450342	94554667
12201	GOODH_1020376	G6PC2	chr2	+	169465996	169474756	GOODM_1020236	G6pc2	chr2	+	69058055	69066045
12202	GOODH_1020452	AOX1	chr2	+	201158976	201244460	GOODM_1010105	Aox1	chr1	+	58086813	58163254
12203	GOODH_1020571	CENTG2	chr2	+	236067475	236698853	GOODM_1010218	Centg2	chr1	+	91351386	91791857
12204	GOODH_1080095	EIF4EBP1	chr8	+	38007177	38037039	GOODM_1080104	Eif4ebp1	chr8	+	28370799	28386128
12205	GOODH_1010337	PODN	chr1	+	53300473	53323761	GOODM_0040260	Podn	chr4	-	107687398	107704695
12206	GOODH_1010843	IL20	chr1	+	205105777	205109190	GOODM_0010284	Il20	chr1	-	132803769	132807873
12207	GOODH_1060041	RNF144B	chr6	+	18495573	18576827	GOODM_1130163	Rnf144b	chr13	+	47218089	47341845
12208	GOODH_1060289	BAI3	chr6	+	69402353	70156124	GOODM_0010042	Bai3	chr1	-	25124321	25886552
12209	GOODH_1070050	KLHL7	chr7	+	23111927	23181561	GOODM_1050042	Klhl7	chr5	+	23606430	23666603
12210	GOODH_1050070	SKIV2L2	chr5	+	54639373	54756562	GOODM_0130366	Skiv2l2	chr13	-	113657988	113717588
12211	GOODH_1050193	GRAMD3	chr5	+	125787000	125857945	GOODM_1180148	Gramd3	chr18	+	56591786	56663446
12212	GOODH_1060011	PRPF4B	chr6	+	3966568	4010215	GOODM_1130135	Prpf4b	chr13	+	34967363	34994747
12213	GOODH_1100061	MASTL	chr10	+	27484298	27515854	GOODM_0020041	Mastl	chr2	-	22973585	23011436
12214	GOODH_1100265	SFXN2	chr10	+	104464288	104488932	GOODM_1190283	Sfxn2	chr19	+	46647855	46671390
12215	GOODH_1110371	NPAS4	chr11	+	65945051	65950753	GOODM_0190033	Npas4	chr19	-	4984355	4989972
12216	GOODH_1220065	KREMEN1	chr22	+	27799106	27872803	GOODM_0110023	Kremen1	chr11	-	5091556	5161613
12217	GOODH_1120386	TCTN1	chr12	+	109536263	109571318	GOODM_0050360	Tect1	chr5	-	122691524	122714469
12218	GOODH_1080209	KCNS2	chr8	+	99508426	99512197	GOODM_1150056	Kcns2	chr15	+	34767136	34772092
12219	GOODH_1070377	OR2F1	chr7	+	143287953	143289041	GOODM_1060121	Olfr450	chr6	+	42767472	42768404
12220	GOODH_1180109	SERPINB13	chr18	+	59405580	59417412	GOODM_1010265	Serpinb13	chr1	+	108877561	108897772
12221	GOODH_1200062	SEC23B	chr20	+	18436188	18490050	GOODM_1020594	Sec23b	chr2	+	144382013	144416479
12222	GOODH_0020450	FAM119A	chr2	-	208185086	208197941	GOODM_0010129	2310038H17Rik	chr1	-	64653054	64663742
12223	GOODH_0030099	TSP50	chr3	-	46728610	46734377	GOODM_1090514	Tsp50	chr9	+	110760471	110767132
12224	GOODH_0070333	CNOT4	chr7	-	134697093	134845391	GOODM_0060064	Cnot4	chr6	-	34995176	35083715
12225	GOODH_0020166	ADD2	chr2	-	70742772	70848837	GOODM_1060263	Add2	chr6	+	86028078	86069549
12226	GOODH_0020207	TGOLN2	chr2	-	85398658	85408885	GOODM_0060197	Tgoln1	chr6	-	72558415	72566994
12227	GOODH_0060295	EEF1A1	chr6	-	74282194	74287476	GOODM_0090330	Eef1a1	chr9	-	78326261	78329531
12228	GOODH_0060401	MED23	chr6	-	131936801	131991056	GOODM_1100060	Med23	chr10	+	24589853	24633266
12229	GOODH_0070192	ABCB4	chr7	-	86869297	86942955	GOODM_1050016	Abcb4	chr5	+	8893721	8959226
12230	GOODH_0110342	ZDHHC24	chr11	-	66063311	66070247	GOODM_1190027	Zdhhc24	chr19	+	4878704	4884508
12231	GOODH_0030455	CLCN2	chr3	-	185547034	185562085	GOODM_0160098	Clcn2	chr16	-	20703039	20716709
12232	GOODH_0050246	FCHSD1	chr5	-	140999054	141011170	GOODM_0180082	Fchsd1	chr18	-	38117088	38129385
12233	GOODH_00X0339	L1CAM	chrX	-	152780581	152794505	GOODM_00X0169	L1cam	chrX	-	71099119	71126173
12234	GOODH_0110219	OR5M11	chr11	-	56066393	56067309	GOODM_1020316	Olfr1028	chr2	+	85791222	85792196
12235	GOODH_0110326	DKFZp761E198	chr11	-	65299954	65304398	GOODM_1190043	Gm962	chr19	+	5568074	5571261
12236	GOODH_0080147	PDE7A	chr8	-	66793867	66916297	GOODM_0030023	Pde7a	chr3	-	19125918	19164957
12237	GOODH_00X0127	PHF8	chrX	-	53979839	54087036	GOODM_10X0350	Phf8	chrX	+	147955215	148068400
12238	GOODH_00X0242	IL13RA2	chrX	-	114144796	114158463	GOODM_00X0320	Il13ra2	chrX	-	143818021	143838375
12239	GOODH_1010045	PER3	chr1	+	7767350	7827823	GOODM_0040555	Per3	chr4	-	150377764	150418731
12240	GOODH_0160186	ZNF629	chr16	-	30697271	30706024	GOODM_0070776	Zfp629	chr7	-	134750549	134757947
12241	GOODH_0170077	DLG4	chr17	-	7033934	7063781	GOODM_1110299	Dlg4	chr11	+	69832107	69859033
12242	GOODH_0190354	SARS2	chr19	-	44097747	44113376	GOODM_1070225	Sars2	chr7	+	29527015	29538874
12243	GOODH_0190487	LMTK3	chr19	-	53680340	53708258	GOODM_1070363	Lmtk3	chr7	+	53039317	53059500
12244	GOODH_0190521	PNKP	chr19	-	55056274	55062630	GOODM_1070335	Pnkp	chr7	+	52112551	52118299
12245	GOODH_0190027	KLF16	chr19	-	1803399	1814564	GOODM_0100215	Klf16	chr10	-	80029866	80040041
12246	GOODH_0190101	EMR4	chr19	-	6903511	6941857	GOODM_1170382	Emr4	chr17	+	55889298	55992736
12247	GOODH_0190233	CHERP	chr19	-	16489700	16514263	GOODM_0080204	Cherp	chr8	-	74984382	74999132
12248	GOODH_1030420	PPM1L	chr3	+	161956690	162271507	GOODM_1030112	Ppm1l	chr3	+	69120840	69359318
12249	GOODH_0170349	TMEM101	chr17	-	39444083	39447871	GOODM_0110592	Tmem101	chr11	-	102013863	102017675
12250	GOODH_0180117	MBP	chr18	-	72819778	72973762	GOODM_1180224	Mbp	chr18	+	82644515	82755029
12251	GOODH_1010708	HSD17B7	chr1	+	161027120	161049231	GOODM_0010405	Hsd17b7	chr1	-	171879668	171899336
12252	GOODH_1020149	ETAA1	chr2	+	67477946	67491037	GOODM_0110055	Etaa1	chr11	-	17839895	17853848
12253	GOODH_1030047	FGD5	chr3	+	14835810	14950899	GOODM_1060311	Fgd5	chr6	+	91937104	92025999
12254	GOODH_1070351	AGK	chr7	+	140901722	141000678	GOODM_1060088	Agk	chr6	+	40275494	40346761
12255	GOODH_1070367	GSTK1	chr7	+	142670686	142676324	GOODM_1060110	Gstk1	chr6	+	42195934	42200440
12256	GOODH_1010655	KIRREL	chr1	+	156229687	156332468	GOODM_0030147	Kirrel	chr3	-	86886734	86945031
12257	GOODH_1060149	CSNK2B	chr6	+	31741636	31745822	GOODM_0170222	Csnk2b	chr17	-	35253140	35258392
12258	GOODH_1060153	C6orf25	chr6	+	31799140	31800829	GOODM_0170219	AU023871	chr17	-	35199638	35203129
12259	GOODH_1060459	WTAP	chr6	+	160068142	160097339	GOODM_0170023	Wtap	chr17	-	13159665	13185405
12260	GOODH_1110409	CTTN	chr11	+	69922260	69960338	GOODM_0070883	Cttn	chr7	-	151621629	151656646
12261	GOODH_1040114	RASL11B	chr4	+	53423252	53427752	GOODM_1050186	Rasl11b	chr5	+	74591351	74595502
12262	GOODH_1050059	PARP8	chr5	+	49998570	50173926	GOODM_0130377	Parp8	chr13	-	117643631	117814323
12263	GOODH_10X0031	MOSPD2	chrX	+	14801484	14849378	GOODM_00X0364	Mospd2	chrX	-	161376141	161418267
12264	GOODH_10X0313	RBMX2	chrX	+	129363624	129374997	GOODM_10X0123	Rbmx2	chrX	+	46048181	46063896
12265	GOODH_1100124	VPS26A	chr10	+	70553914	70602620	GOODM_0100131	Vps26a	chr10	-	61917591	61949553
12266	GOODH_1090023	TYRP1	chr9	+	12683449	12700249	GOODM_1040170	Tyrp1	chr4	+	80480134	80497622
12267	GOODH_1090048	UBE2R2	chr9	+	33807182	33910399	GOODM_1040064	Ube2r2	chr4	+	41083054	41140403
12268	GOODH_1090207	DAB2IP	chr9	+	123369220	123587628	GOODM_1020169	Dab2ip	chr2	+	35413978	35586514
12269	GOODH_1160304	HSD11B2	chr16	+	66022537	66028953	GOODM_1080362	Hsd11b2	chr8	+	108042646	108047888
12270	GOODH_1170096	GLP2R	chr17	+	9670106	9733747	GOODM_0110244	Glp2r	chr11	-	67519932	67584655
12271	GOODH_1170180	CCL2	chr17	+	29606409	29608331	GOODM_1110426	Ccl12	chr11	+	81915347	81916901
12272	GOODH_1190464	PPP5C	chr19	+	51542134	51585943	GOODM_0070116	Ppp5c	chr7	-	17590002	17613219
12273	GOODH_1130130	C13orf16	chr13	+	110771016	110794594	GOODM_1080026	1700018L24Rik	chr8	+	11840521	11855761
12274	GOODH_1160061	C16orf59	chr16	+	2450116	2454964	GOODM_0170080	1600002H07Rik	chr17	-	24352001	24357714
12275	GOODH_1190125	OR7D2	chr19	+	9157270	9160493	GOODM_1090057	Olfr39	chr9	+	20090145	20091080
12276	GOODH_1170325	XYLT2	chr17	+	45778392	45793510	GOODM_0110461	Xylt2	chr11	-	94525161	94538807
12277	GOODH_1170485	TBCD	chr17	+	78303229	78494349	GOODM_1110726	Tbcd	chr11	+	121313316	121478482
12278	GOODH_0110212	OR8K5	chr11	-	55683446	55684369	GOODM_0020307	Olfr1048	chr2	-	86076028	86076990
12279	GOODH_1010474	GSTM5	chr1	+	110056388	110062411	GOODM_0030326	Gstm2	chr3	-	107784620	107789354
12280	GOODH_1110205	OR4C15	chr11	+	55078359	55079469	GOODM_0020384	Olfr1214	chr2	-	88827422	88828357
12281	GOODH_0030106	SCAP	chr3	-	47430188	47492449	GOODM_1090503	Scap	chr9	+	110235797	110287450
12282	GOODH_0030192	WNT5A	chr3	-	55474784	55496371	GOODM_1140056	Wnt5a	chr14	+	29318659	29338620
12283	GOODH_0020143	TMEM17	chr2	-	62581274	62586980	GOODM_1110055	Tmem17	chr11	+	22412286	22419234
12284	GOODH_0020257	LONRF2	chr2	-	100256185	100305627	GOODM_0010073	Lonrf2	chr1	-	38851354	38878060
12285	GOODH_0020399	PDE1A	chr2	-	182715428	183095710	GOODM_0020266	Pde1a	chr2	-	79674613	79969128
12286	GOODH_0010300	C1orf34	chr1	-	51525370	51560526	GOODM_1040259	4922503N01Rik	chr4	+	109079728	109117350
12287	GOODH_0010760	ZNF281	chr1	-	198642050	198645789	GOODM_1010347	Zfp281	chr1	+	138521522	138524866
12288	GOODH_0010917	OR6F1	chr1	-	245941756	245942680	GOODM_0070488	Olfr308	chr7	-	93469534	93470460
12289	GOODH_0070162	CLDN3	chr7	-	72821264	72822512	GOODM_1050430	Cldn3	chr5	+	135462084	135463342
12290	GOODH_0080034	DEFB130	chr8	-	12212843	12220196	GOODM_1140212	EG654465	chr14	+	63616939	63619903
12291	GOODH_0010289	MOBKL2C	chr1	-	46845974	46855150	GOODM_1040284	Mobkl2c	chr4	+	115500697	115508788
12292	GOODH_0040269	PCDH18	chr4	-	138659522	138673079	GOODM_0030063	Pcdh18	chr3	-	49547218	49561203
12293	GOODH_0060037	ATXN1	chr6	-	16407323	16869700	GOODM_0130153	Atxn1	chr13	-	45650262	46060345
12294	GOODH_0070059	IGF2BP3	chr7	-	23316354	23476520	GOODM_0060121	Igf2bp3	chr6	-	49035220	49164712
12295	GOODH_0110507	PCSK7	chr11	-	116581000	116608021	GOODM_1090223	Pcsk7	chr9	+	45714652	45737805
12296	GOODH_0030506	MFI2	chr3	-	198214553	198241083	GOODM_1160116	Mfi2	chr16	+	31878896	31899105
12297	GOODH_0040063	LGI2	chr4	-	24612488	24641413	GOODM_0050130	Lgi2	chr5	-	52929103	52957519
12298	GOODH_0170081	DULLARD	chr17	-	7087883	7095983	GOODM_1110295	Dullard	chr11	+	69794670	69804102
12299	GOODH_0080255	ATAD2	chr8	-	124401272	124477886	GOODM_0150078	Atad2	chr15	-	57925602	57966637
12300	GOODH_0090302	CIZ1	chr9	-	129968166	130006483	GOODM_1020150	Ciz1	chr2	+	32218754	32233817
12301	GOODH_0140240	SERPINA6	chr14	-	93840339	93859441	GOODM_0120210	Serpina6	chr12	-	104884842	104895281
12302	GOODH_0150257	RGMA	chr15	-	91387641	91433437	GOODM_1070410	Rgma	chr7	+	80520406	80564785
12303	GOODH_0160327	KCNG4	chr16	-	82813326	82830857	GOODM_0080379	Kcng4	chr8	-	122147754	122159580
12304	GOODH_0130113	SLITRK1	chr13	-	83349345	83354529	GOODM_0140335	Slitrk1	chr14	-	109309206	109313456
12305	GOODH_0140079	GARNL1	chr14	-	35077310	35348183	GOODM_0120077	Garnl1	chr12	-	56703886	56922154
12306	GOODH_0140135	DHRS7	chr14	-	59681252	59701857	GOODM_0120109	Dhrs7	chr12	-	73751343	73765769
12307	GOODH_0190075	PTPRS	chr19	-	5156520	5291814	GOODM_0170366	Ptprs	chr17	-	56551849	56615903
12308	GOODH_0190153	TMED1	chr19	-	10804116	10807983	GOODM_0090063	Tmed1	chr9	-	21311824	21314630
12309	GOODH_0200183	ADNP	chr20	-	48940290	48980934	GOODM_0020778	Adnp	chr2	-	168006465	168032562
12310	GOODH_1020345	ARHGAP15	chr2	+	143603433	144242390	GOODM_1020201	Arhgap15	chr2	+	43604344	44243143
12311	GOODH_1030375	RASA2	chr3	+	142688616	142813887	GOODM_0090366	Rasa2	chr9	-	96439719	96531922
12312	GOODH_1030400	P2RY1	chr3	+	154035426	154038531	GOODM_1030095	P2ry1	chr3	+	60806717	60812901
12313	GOODH_1010806	C1orf106	chr1	+	199127292	199151486	GOODM_0010318	5730559C18Rik	chr1	-	138110108	138130841
12314	GOODH_1010809	NAV1	chr1	+	199884073	200062720	GOODM_0010316	Nav1	chr1	-	137335450	137482286
12315	GOODH_1020001	ACP1	chr2	+	254872	268280	GOODM_0120040	Acp1	chr12	-	31578191	31596477
12316	GOODH_1060463	MAS1	chr6	+	160247964	160249095	GOODM_0170019	Mas1	chr17	-	13033945	13061009
12317	GOODH_1080133	XKR4	chr8	+	56177571	56601262	GOODM_0010001	Xkr4	chr1	-	3204563	3661579
12318	GOODH_1010640	SLC25A44	chr1	+	154430523	154449210	GOODM_0030164	Slc25a44	chr3	-	88214420	88229040
12319	GOODH_1050171	WDR36	chr5	+	110455769	110494099	GOODM_1180056	Wdr36	chr18	+	32996879	33026074
12320	GOODH_1050329	THG1L	chr5	+	157090901	157099349	GOODM_0110116	Thg1l	chr11	-	45761656	45768996
12321	GOODH_1060148	APOM	chr6	+	31731650	31733965	GOODM_0170223	Apom	chr17	-	35265942	35268697
12322	GOODH_1110154	CAPRIN1	chr11	+	34029806	34080733	GOODM_0020469	Caprin1	chr2	-	103603102	103637797
12323	GOODH_1110407	FADD	chr11	+	69726917	69731134	GOODM_0070884	Fadd	chr7	-	151764228	151768341
12324	GOODH_1040060	DRD5	chr4	+	9392701	9394730	GOODM_1050135	Drd5	chr5	+	38710748	38713549
12325	GOODH_1090265	DOLPP1	chr9	+	130883227	130892537	GOODM_1020129	Dolpp1	chr2	+	30247936	30256047
12326	GOODH_10X0125	PLP2	chrX	+	48915217	48918379	GOODM_00X0013	Plp2	chrX	-	7245242	7248404
12327	GOODH_1100030	PRPF18	chr10	+	13668945	13712873	GOODM_0020006	Prpf18	chr2	-	4543213	4573132
12328	GOODH_1150081	DUOXA2	chr15	+	43193816	43197591	GOODM_1020511	Duoxa2	chr2	+	122124636	122128621
12329	GOODH_1150102	TMOD2	chr15	+	49831102	49889634	GOODM_0090317	Tmod2	chr9	-	75413429	75459132
12330	GOODH_1160312	NUTF2	chr16	+	66438320	66462719	GOODM_1080369	Nutf2	chr8	+	108384534	108404301
12331	GOODH_1120059	CLEC6A	chr12	+	8499858	8522193	GOODM_1060403	Clec4n	chr6	+	123179892	123197039
12332	GOODH_1120075	BCL2L14	chr12	+	12115145	12255214	GOODM_1060465	Bcl2l14	chr6	+	134346347	134388742
12333	GOODH_1120294	RAB3IP	chr12	+	68418898	68503249	GOODM_0100317	Rab3ip	chr10	-	116342840	116387436
12334	GOODH_1180014	LRRC30	chr18	+	7221137	7222042	GOODM_0170404	Lrrc30	chr17	-	67980305	67982063
12335	GOODH_1190096	EMR1	chr19	+	6838582	6891463	GOODM_1170405	Emr1	chr17	+	57498114	57622950
12336	GOODH_1220010	MRPL40	chr22	+	17800036	17803594	GOODM_0160082	Mrpl40	chr16	-	18872310	18876730
12337	GOODH_0040205	ADH1A	chr4	-	100416547	100431165	GOODM_1030392	Adh1	chr3	+	137940609	137953655
12338	GOODH_1160035	TPSD1	chr16	+	1246274	1248495	GOODM_0170104	Tpsab1	chr17	-	25480190	25482472
12339	GOODH_1190627	ZNF211	chr19	+	62836396	62845947	GOODM_0070070	Zik1	chr7	-	11072573	11080730
12340	GOODH_0030078	LYZL4	chr3	-	42413579	42427069	GOODM_0090490	Lyzl4	chr9	-	121486961	121550684
12341	GOODH_0030081	CCDC13	chr3	-	42724878	42789749	GOODM_0090493	Ccdc13	chr9	-	121726480	121740197
12342	GOODH_0010062	DFFA	chr1	-	10443192	10455200	GOODM_1040520	Dffa	chr4	+	148478262	148494759
12343	GOODH_0020193	PCGF1	chr2	-	74585686	74588329	GOODM_1060242	Pcgf1	chr6	+	83028384	83030849
12344	GOODH_0030070	SCN10A	chr3	-	38713842	38810505	GOODM_0090483	Scn10a	chr9	-	119517584	119603478
12345	GOODH_0060239	GTPBP2	chr6	-	43696197	43704914	GOODM_1170338	Gtpbp2	chr17	+	46298020	46306317
12346	GOODH_0060434	FUCA2	chr6	-	143857939	143874556	GOODM_1100021	Fuca2	chr10	+	13220834	13237081
12347	GOODH_0070327	PLXNA4	chr7	-	131458631	131983987	GOODM_0060057	Plxna4	chr6	-	32100122	32538192
